lat,lon,type
26.3432348,-80.1777338,tree
26.3433874,-80.1776731,tree
26.3434027,-80.1776123,tree
26.3435684,-80.1776748,tree
26.3435822,-80.1776149,tree
26.343174,-80.1778122,tree
26.3429601,-80.1780613,tree
26.3428682,-80.1781858,tree
26.3427822,-80.1782598,tree
26.3427611,-80.1782612,tree
26.3428884,-80.1781451,tree
26.3428553,-80.178147,tree
26.3454822,-80.1772103,tree
26.345506,-80.1772599,tree
26.3454799,-80.1771975,tree
26.3454408,-80.1772,tree
26.3452682,-80.1773472,tree
26.3451747,-80.1773746,tree
26.3428385,-80.1781762,tree
26.3429727,-80.1779122,tree
26.3429471,-80.1779032,tree
26.3428501,-80.1778973,tree
26.342541,-80.1783029,tree
26.3425921,-80.1782675,tree
26.342604,-80.1782317,tree
26.342371,-80.1781397,tree
26.342304,-80.1781963,tree
26.3423027,-80.1782631,tree
26.3433751,-80.1767881,tree
26.3433989,-80.1766589,tree
26.3461963,-80.1777409,tree
26.3462568,-80.1778205,tree
26.3463704,-80.177877,tree
26.3465375,-80.1780559,tree
26.3466925,-80.1782253,tree
26.3468819,-80.178269,tree
26.3467324,-80.1782621,tree
26.3464823,-80.1780105,tree
26.3464486,-80.1779643,tree
26.3464064,-80.1779224,tree
26.3460413,-80.177669,tree
26.3459815,-80.1776177,tree
26.3458603,-80.1775312,tree
26.3458105,-80.1774123,tree
26.3457161,-80.1773447,tree
26.3457537,-80.1774457,tree
26.3457844,-80.177503,tree
26.3462016,-80.1778573,tree
26.3462691,-80.1779181,tree
26.3463082,-80.1780139,tree
26.3463888,-80.1780542,tree
26.3464632,-80.1781303,tree
26.3466035,-80.178239,tree
26.3465326,-80.1792939,tree
26.3464872,-80.179361,tree
26.3464438,-80.1794012,tree
26.346387,-80.1794653,tree
26.3463777,-80.1795174,tree
26.3464859,-80.1796672,tree
26.3464585,-80.1797439,tree
26.3459352,-80.1738767,tree
26.3459211,-80.1738433,tree
26.3458518,-80.1739135,tree
26.3458771,-80.1740804,tree
26.3458544,-80.1740044,tree
26.3456835,-80.1741325,tree
26.3456969,-80.1742324,tree
26.3457343,-80.1741802,tree
26.3457009,-80.1742011,tree
26.3454298,-80.1743724,tree
26.3454325,-80.174438,tree
26.3453857,-80.1744559,tree
26.345132,-80.1741072,tree
26.3450292,-80.1741817,tree
26.345116,-80.1741668,tree
26.3450813,-80.1740848,tree
26.3451347,-80.1740625,tree
26.3452842,-80.1738501,tree
26.3452589,-80.1738479,tree
26.3452796,-80.1737712,tree
26.3452549,-80.1737458,tree
26.3452455,-80.1737034,tree
26.3452762,-80.1736803,tree
26.3453296,-80.1736497,tree
26.3453403,-80.1737183,tree
26.3454091,-80.1736318,tree
26.3454498,-80.1736654,tree
26.3455106,-80.1736371,tree
26.3454799,-80.1735961,tree
26.3454618,-80.1735573,tree
26.34556,-80.1736013,tree
26.345544,-80.1735357,tree
26.3455166,-80.173494,tree
26.3455259,-80.1734381,tree
26.3469434,-80.1726633,tree
26.3469211,-80.1725594,tree
26.3470638,-80.1725233,tree
26.3469859,-80.1724657,tree
26.3470567,-80.1724612,tree
26.3470051,-80.1725752,tree
26.3469869,-80.1725233,tree
26.3466155,-80.1727073,tree
26.3466975,-80.1725842,tree
26.3465892,-80.1726385,tree
26.3465477,-80.1726994,tree
26.3441121,-80.1741112,tree
26.3441091,-80.1739904,tree
26.3464433,-80.1735331,tree
26.3467965,-80.172541,tree
26.3453789,-80.1785761,tree
26.3454525,-80.1786642,tree
26.3455587,-80.1772015,tree
26.3455446,-80.1771464,tree
26.3455368,-80.1769587,tree
26.3454777,-80.1769105,tree
26.3455984,-80.1768982,tree
26.3475646,-80.1728495,tree
26.3475907,-80.1728054,tree
26.347532,-80.172819,tree
26.3474553,-80.1730506,tree
26.3474408,-80.1730324,tree
26.3474227,-80.1730188,tree
26.3476163,-80.1727711,tree
26.3476558,-80.1727068,tree
26.3476663,-80.1726601,tree
26.3476674,-80.1725959,tree
26.3476453,-80.1725518,tree
26.3481215,-80.1761989,tree
26.3481568,-80.1760277,tree
26.3479686,-80.1765608,tree
26.3479706,-80.1766929,tree
26.3479878,-80.1764354,tree
26.3480789,-80.1758459,tree
26.3480597,-80.1757737,tree
26.3480931,-80.1757725,tree
26.3482337,-80.1759374,tree
26.3482267,-80.1758358,tree
26.3481578,-80.1758787,tree
26.3481811,-80.1759487,tree
26.3482428,-80.1755241,tree
26.3482752,-80.1754496,tree
26.3482752,-80.1753965,tree
26.3483866,-80.1737414,tree
26.3484929,-80.1737838,tree
26.3485917,-80.173396,tree
26.6566527,-80.1205685,tree
26.6568469,-80.120397,tree
26.7057536,-80.0369862,tree
26.7057566,-80.0370976,tree
26.7057596,-80.0371572,tree
26.705759,-80.0372303,tree
26.7057608,-80.0372947,tree
26.7057656,-80.0373665,tree
26.7057662,-80.0374657,tree
26.7057692,-80.0375435,tree
26.7057746,-80.0377527,tree
26.7057752,-80.0377956,tree
26.7057758,-80.0378492,tree
26.7057794,-80.037976,tree
26.7057818,-80.038043,tree
26.7057842,-80.0381027,tree
26.705783,-80.0381624,tree
26.7057854,-80.0382281,tree
26.7057878,-80.0382992,tree
26.705789,-80.0383971,tree
26.7057896,-80.0384695,tree
26.7057944,-80.0385641,tree
26.705798,-80.0387786,tree
26.7058022,-80.0389342,tree
26.7058034,-80.0389885,tree
26.7058058,-80.0390549,tree
26.7058064,-80.0391166,tree
26.7058076,-80.0391776,tree
26.7058082,-80.0392393,tree
26.7058118,-80.0393023,tree
26.7058142,-80.0393593,tree
26.7058142,-80.0394224,tree
26.7058159,-80.0394827,tree
26.7058171,-80.0395464,tree
26.7058183,-80.0396074,tree
26.7058201,-80.0396705,tree
26.7058195,-80.0397322,tree
26.7058237,-80.0398462,tree
26.7058255,-80.0399145,tree
26.7058267,-80.0399729,tree
26.7058291,-80.0400319,tree
26.7058303,-80.0401546,tree
26.7058297,-80.0400922,tree
26.7058339,-80.0402894,tree
26.7058351,-80.040345,tree
26.7058375,-80.0404014,tree
26.7058381,-80.040457,tree
26.7058399,-80.0405154,tree
26.7058423,-80.0405817,tree
26.7058435,-80.0406461,tree
26.7058453,-80.0407675,tree
26.7058462,-80.0408366,tree
26.7057093,-80.0388276,tree
26.7057123,-80.0389201,tree
26.7057159,-80.039018,tree
26.7057153,-80.0391159,tree
26.7057219,-80.0392118,tree
26.7057249,-80.0393064,tree
26.7057261,-80.0394022,tree
26.7057285,-80.0394921,tree
26.7057303,-80.039588,tree
26.7057309,-80.0396819,tree
26.7057339,-80.0397778,tree
26.7057363,-80.0398757,tree
26.7057411,-80.0399689,tree
26.7057429,-80.0400634,tree
26.7056782,-80.0400688,tree
26.7056806,-80.0399689,tree
26.705677,-80.0398743,tree
26.7056752,-80.0397757,tree
26.7056728,-80.0396832,tree
26.7056716,-80.0395887,tree
26.7056686,-80.0394981,tree
26.705665,-80.0394056,tree
26.7056638,-80.039307,tree
26.7056602,-80.0392125,tree
26.7056572,-80.0391186,tree
26.7056584,-80.0390207,tree
26.705656,-80.0389215,tree
26.705653,-80.0388309,tree
26.7056314,-80.0379317,tree
26.7056326,-80.0380216,tree
26.7056344,-80.0381175,tree
26.7056362,-80.038214,tree
26.705641,-80.0383079,tree
26.705641,-80.0384085,tree
26.7056416,-80.0385077,tree
26.7057021,-80.0385004,tree
26.7057015,-80.0384065,tree
26.7056973,-80.0383072,tree
26.7056955,-80.0382187,tree
26.7056937,-80.0381181,tree
26.7056902,-80.0380223,tree
26.7056896,-80.037929,tree
26.7056111,-80.0372129,tree
26.7056159,-80.0373095,tree
26.7056171,-80.0373986,tree
26.7056189,-80.0374905,tree
26.7056213,-80.0375844,tree
26.7056261,-80.0376803,tree
26.7056824,-80.0376783,tree
26.70568,-80.0375649,tree
26.7056776,-80.0374831,tree
26.7056782,-80.0373953,tree
26.7056764,-80.0373034,tree
26.7056722,-80.0372109,tree
26.7056716,-80.0371143,tree
26.7056692,-80.0370191,tree
26.7056662,-80.0369293,tree
26.705662,-80.0368347,tree
26.7056596,-80.0366986,tree
26.7055278,-80.0371626,tree
26.705532,-80.0373571,tree
26.705535,-80.0374878,tree
26.7055356,-80.0375395,tree
26.7055404,-80.0376655,tree
26.7055422,-80.0377299,tree
26.7055428,-80.0377902,tree
26.7055455,-80.037918,tree
26.7055479,-80.0380162,tree
26.7055509,-80.0381356,tree
26.7055518,-80.0382013,tree
26.7055545,-80.0382636,tree
26.7055548,-80.038325,tree
26.7055563,-80.038378,tree
26.7055578,-80.0384457,tree
26.7055608,-80.038505,tree
26.7055644,-80.0387609,tree
26.7055665,-80.0388132,tree
26.7055686,-80.0388728,tree
26.70557,-80.0389352,tree
26.7055715,-80.0389962,tree
26.705573,-80.0390532,tree
26.7055772,-80.039179,tree
26.7055787,-80.0392484,tree
26.7055802,-80.0393691,tree
26.7055811,-80.0394271,tree
26.7055823,-80.0394891,tree
26.7055829,-80.0395531,tree
26.7055844,-80.0396118,tree
26.7055895,-80.0397402,tree
26.7055922,-80.0397898,tree
26.7055934,-80.0398462,tree
26.7055949,-80.0399125,tree
26.7055949,-80.0399715,tree
26.7055976,-80.0400855,tree
26.7055973,-80.0401305,tree
26.7055979,-80.0401637,tree
26.7056012,-80.0402753,tree
26.7056027,-80.0403487,tree
26.7056069,-80.0404155,tree
26.7056075,-80.0404651,tree
26.7056099,-80.0405388,tree
26.7056108,-80.0405854,tree
26.7056123,-80.0406575,tree
26.7056147,-80.0407373,tree
26.7056165,-80.0407866,tree
26.7056174,-80.0408379,tree
26.7056183,-80.0408879,tree
26.7057632,-80.0408024,tree
26.7057602,-80.0407065,tree
26.705759,-80.0406119,tree
26.7057531,-80.04051,tree
26.7057501,-80.0404168,tree
26.7057489,-80.0403202,tree
26.705689,-80.0403122,tree
26.7056902,-80.0404195,tree
26.7056937,-80.04051,tree
26.7056961,-80.0406146,tree
26.7056979,-80.0407065,tree
26.7056997,-80.0408128,tree
26.7059082,-80.0434792,tree
26.7059106,-80.0433987,tree
26.7059082,-80.0433183,tree
26.7059058,-80.0432345,tree
26.7059022,-80.0431225,tree
26.7058962,-80.042926,tree
26.705895,-80.0428596,tree
26.7058908,-80.0426799,tree
26.7058878,-80.0425699,tree
26.705886,-80.0424841,tree
26.7058794,-80.0422085,tree
26.7058782,-80.042116,tree
26.7058741,-80.042006,tree
26.7058735,-80.041945,tree
26.7058723,-80.0418967,tree
26.7058711,-80.0418491,tree
26.7058699,-80.0417995,tree
26.7058675,-80.0417458,tree
26.7058651,-80.0416191,tree
26.7056237,-80.041147,tree
26.7056255,-80.0412141,tree
26.7056273,-80.0412738,tree
26.7056303,-80.0413361,tree
26.7056309,-80.0413985,tree
26.705632,-80.0414548,tree
26.705632,-80.0415185,tree
26.7058171,-80.0433116,tree
26.7058136,-80.0432311,tree
26.7058136,-80.0431319,tree
26.705813,-80.0430507,tree
26.7058106,-80.0429636,tree
26.70581,-80.0428824,tree
26.7058076,-80.0427899,tree
26.7058064,-80.0427061,tree
26.705807,-80.0426122,tree
26.705804,-80.0425264,tree
26.7057435,-80.042529,tree
26.7057453,-80.0426175,tree
26.7057477,-80.0427034,tree
26.7057507,-80.0428026,tree
26.7057531,-80.0428851,tree
26.7057554,-80.0429696,tree
26.7057566,-80.0430521,tree
26.7057584,-80.0431298,tree
26.7057626,-80.0432284,tree
26.705765,-80.0433149,tree
26.7056752,-80.0432465,tree
26.7056722,-80.0431285,tree
26.705671,-80.0430608,tree
26.705668,-80.0429863,tree
26.7056674,-80.0429361,tree
26.705665,-80.0428703,tree
26.7056626,-80.042806,tree
26.705662,-80.0427423,tree
26.7056596,-80.0426833,tree
26.705659,-80.042633,tree
26.7056584,-80.0425632,tree
26.7056578,-80.0424989,tree
26.7056566,-80.0424311,tree
26.7056536,-80.0423748,tree
26.7056512,-80.0423151,tree
26.7056506,-80.0422675,tree
26.7056446,-80.0420127,tree
26.7056434,-80.041951,tree
26.7056428,-80.0418974,tree
26.7056404,-80.0418276,tree
26.7056392,-80.0417726,tree
26.7057267,-80.0417317,tree
26.7057279,-80.0418263,tree
26.7057303,-80.0419329,tree
26.7057303,-80.0420201,tree
26.7057369,-80.0421146,tree
26.7057381,-80.0422038,tree
26.705792,-80.0421978,tree
26.705789,-80.0421153,tree
26.7057872,-80.0420208,tree
26.7057848,-80.0419336,tree
26.705783,-80.0418263,tree
26.7057776,-80.0417358,tree
26.7057746,-80.0416385,tree
26.7057734,-80.0415514,tree
26.7057704,-80.0414521,tree
26.7057656,-80.0413542,tree
26.7057644,-80.0412637,tree
26.7057614,-80.0411745,tree
26.5272863,-80.0591944,tree
26.5274418,-80.0591109,tree
26.9349094,-80.1486186,tree
26.934859,-80.1486785,tree
26.9348689,-80.1487403,tree
26.9348247,-80.1488171,tree
26.9348761,-80.148892,tree
26.9348166,-80.1489426,tree
26.9348815,-80.1493006,tree
26.9348193,-80.1493431,tree
26.9348419,-80.1494008,tree
26.9349095,-80.1493947,tree
26.9348815,-80.1493674,tree
26.9348743,-80.1494797,tree
26.9348482,-80.1495353,tree
26.934795,-80.1496193,tree
26.934786,-80.1496779,tree
26.9348464,-80.1496698,tree
26.9348356,-80.1497326,tree
26.9348815,-80.1497224,tree
26.9348689,-80.1498115,tree
26.9349474,-80.149772,tree
26.9349844,-80.1497862,tree
26.9350267,-80.1498084,tree
26.9350646,-80.1498206,tree
26.9351097,-80.1498195,tree
26.9351674,-80.1498337,tree
26.9351918,-80.1498833,tree
26.935272,-80.1499076,tree
26.9353243,-80.1499065,tree
26.9353757,-80.1499106,tree
26.9354434,-80.1499096,tree
26.9354839,-80.1499106,tree
26.9355408,-80.1499116,tree
26.935584,-80.1499106,tree
26.9356309,-80.1499065,tree
26.9349438,-80.1498297,tree
26.9349925,-80.1498337,tree
26.9350394,-80.1498438,tree
26.9350772,-80.1498539,tree
26.9351277,-80.1498701,tree
26.9351593,-80.1498742,tree
26.9348193,-80.1501453,tree
26.9348924,-80.1501594,tree
26.9349068,-80.150123,tree
26.9349672,-80.1501513,tree
26.9350303,-80.1501604,tree
26.9348806,-80.1500795,tree
26.9349573,-80.1500957,tree
26.9350114,-80.1501058,tree
26.9349952,-80.150124,tree
26.9350475,-80.150122,tree
26.9350872,-80.1501311,tree
26.9351512,-80.1501534,tree
26.9351836,-80.1501554,tree
26.9352197,-80.1501614,tree
26.9352594,-80.1501726,tree
26.9353063,-80.1502312,tree
26.9351359,-80.1501948,tree
26.9350971,-80.1501756,tree
26.9349068,-80.1503111,tree
26.9349555,-80.1503314,tree
26.9349997,-80.1503415,tree
26.9350439,-80.1503536,tree
26.9350962,-80.1503648,tree
26.9351359,-80.150382,tree
26.9351818,-80.150388,tree
26.9352332,-80.1504032,tree
26.9352865,-80.1504174,tree
26.9348725,-80.1507279,tree
26.9348861,-80.1506682,tree
26.9348103,-80.1506844,tree
26.9348401,-80.1506227,tree
26.9348265,-80.1507704,tree
26.9349293,-80.1506227,tree
26.9349311,-80.1506682,tree
26.934923,-80.1507259,tree
26.9349203,-80.1507704,tree
26.9349952,-80.1507947,tree
26.9350817,-80.1508048,tree
26.935134,-80.1508058,tree
26.9351981,-80.1508311,tree
26.9352666,-80.1508321,tree
26.9353162,-80.1508473,tree
26.9351557,-80.1507178,tree
26.9349546,-80.1506743,tree
26.9349862,-80.1506834,tree
26.9350285,-80.1506824,tree
26.9350718,-80.1506965,tree
26.9351043,-80.1507087,tree
26.9352232,-80.1502586,tree
26.9346071,-80.1456854,tree
26.9346632,-80.1457583,tree
26.9345944,-80.1458299,tree
26.9346632,-80.1458856,tree
26.9346097,-80.14592,tree
26.9346632,-80.1459815,tree
26.9346199,-80.1460459,tree
26.9346097,-80.1470601,tree
26.9346454,-80.1471402,tree
26.9346505,-80.1472189,tree
26.9346313,-80.1473319,tree
26.934727,-80.1472618,tree
26.9347206,-80.1471574,tree
26.9348698,-80.1472532,tree
26.9349068,-80.1473476,tree
26.9350165,-80.1473762,tree
26.9347155,-80.1477911,tree
26.9347015,-80.1478769,tree
26.9347385,-80.1479585,tree
26.9348788,-80.1479456,tree
26.9347419,-80.1482169,tree
26.9347446,-80.148135,tree
26.9348186,-80.1480854,tree
26.9348114,-80.1481643,tree
26.9349015,-80.1480662,tree
26.9349331,-80.1478869,tree
26.9343646,-80.1421,tree
26.9343592,-80.1421465,tree
26.9343601,-80.1422052,tree
26.934361,-80.142277,tree
26.9343574,-80.1423306,tree
26.9343529,-80.1424702,tree
26.9343493,-80.1425288,tree
26.9343529,-80.1425875,tree
26.934343,-80.142718,tree
26.934343,-80.1428293,tree
26.9343448,-80.1430043,tree
26.9343421,-80.1430811,tree
26.9343331,-80.1432743,tree
26.9343367,-80.1433613,tree
26.934334,-80.1434584,tree
26.9343295,-80.1435333,tree
26.9343313,-80.1435909,tree
26.9343322,-80.1436516,tree
26.934334,-80.1437123,tree
26.9343295,-80.1437892,tree
26.9343268,-80.1438216,tree
26.9343277,-80.1438691,tree
26.9343304,-80.1439177,tree
26.9343286,-80.14395,tree
26.934325,-80.1440765,tree
26.9343177,-80.1441372,tree
26.9343231,-80.1441604,tree
26.9343259,-80.1442171,tree
26.9343177,-80.1442737,tree
26.9343195,-80.144298,tree
26.9343204,-80.1443486,tree
26.9343222,-80.1444002,tree
26.9343222,-80.1444265,tree
26.9343295,-80.1444892,tree
26.934325,-80.1445519,tree
26.9343268,-80.1445954,tree
26.9343231,-80.1447309,tree
26.9343304,-80.144823,tree
26.9343313,-80.1448786,tree
26.9343322,-80.1449373,tree
26.9343322,-80.1449909,tree
26.9343322,-80.1450506,tree
26.9343367,-80.1452357,tree
26.9343322,-80.1453267,tree
26.9343331,-80.1454167,tree
26.9343394,-80.1455058,tree
26.934343,-80.1455776,tree
26.934343,-80.1456696,tree
26.9343421,-80.1457576,tree
26.9343466,-80.1458456,tree
26.9343484,-80.1459265,tree
26.9343493,-80.1460125,tree
26.9343493,-80.1460843,tree
26.934352,-80.1461643,tree
26.9343664,-80.1463736,tree
26.9343673,-80.1464394,tree
26.9343682,-80.1465021,tree
26.9343691,-80.1465588,tree
26.9343718,-80.1466174,tree
26.93438,-80.1467145,tree
26.9343809,-80.146755,tree
26.9343818,-80.1467914,tree
26.9343872,-80.1468521,tree
26.9343872,-80.1468986,tree
26.9343872,-80.1469603,tree
26.9343917,-80.1470241,tree
26.9343926,-80.1470827,tree
26.9359429,-80.1475717,tree
26.9359697,-80.1475932,tree
26.9359212,-80.1474759,tree
26.9360998,-80.1472785,tree
26.9360437,-80.1472341,tree
26.9360437,-80.1471626,tree
26.9359888,-80.1471555,tree
26.9359748,-80.1470711,tree
26.936226,-80.1476104,tree
26.9362987,-80.1477606,tree
26.9363191,-80.1478235,tree
26.9363663,-80.1478192,tree
26.9364135,-80.1478092,tree
26.9364518,-80.1477992,tree
26.936476,-80.1478836,tree
26.9364288,-80.147885,tree
26.9363778,-80.1478807,tree
26.9363561,-80.1478478,tree
26.9364059,-80.147845,tree
26.9364632,-80.147845,tree
26.9364416,-80.1478507,tree
26.9360041,-80.1477162,tree
26.9359021,-80.1477277,tree
26.9358651,-80.1477034,tree
26.9359136,-80.1476762,tree
26.9348864,-80.1502722,tree
26.9348467,-80.1502253,tree
26.9348929,-80.1502409,tree
26.9349433,-80.150277,tree
26.9349894,-80.1502927,tree
26.9350441,-80.1503095,tree
26.9350848,-80.1503179,tree
26.9351556,-80.1503408,tree
26.9352049,-80.1503456,tree
26.9352693,-80.1503468,tree
26.9351867,-80.1503203,tree
26.9351384,-80.1503023,tree
26.9350516,-80.1502818,tree
26.9350258,-80.1502614,tree
26.935102,-80.150283,tree
26.9354259,-80.1502866,tree
26.9355181,-80.1502746,tree
26.9355953,-80.1503312,tree
26.9356747,-80.1503275,tree
26.9357154,-80.1502903,tree
26.9357476,-80.1503745,tree
26.9358409,-80.1503985,tree
26.9357562,-80.1504767,tree
26.9356704,-80.1504827,tree
26.9355985,-80.1504406,tree
26.9355116,-80.1504454,tree
26.9354334,-80.1503877,tree
26.9360831,-80.1506162,tree
26.9361442,-80.1506078,tree
26.9361957,-80.1506343,tree
26.9362461,-80.1506331,tree
26.9362858,-80.1506752,tree
26.9363169,-80.150686,tree
26.9363866,-80.150686,tree
26.9364338,-80.1506968,tree
26.9364617,-80.1507149,tree
26.936614,-80.1507642,tree
26.9366515,-80.1507798,tree
26.9367169,-80.1507871,tree
26.9367737,-80.1507967,tree
26.9368638,-80.1508256,tree
26.9369099,-80.1508388,tree
26.9368445,-80.150781,tree
26.9367426,-80.1507774,tree
26.9367062,-80.150757,tree
26.9366461,-80.1507365,tree
26.9366762,-80.1507462,tree
26.9364778,-80.1506836,tree
26.9364134,-80.1506487,tree
26.9363641,-80.1506271,tree
26.9363094,-80.1506319,tree
26.9361946,-80.1504382,tree
26.9362429,-80.1504635,tree
26.9362944,-80.1504996,tree
26.9363694,-80.150508,tree
26.9364241,-80.1505032,tree
26.9364842,-80.1505044,tree
26.9365131,-80.1505104,tree
26.9364488,-80.1505068,tree
26.9367266,-80.1505633,tree
26.936704,-80.1505994,tree
26.9367501,-80.1505838,tree
26.9367609,-80.1506283,tree
26.936792,-80.1506367,tree
26.9368563,-80.1506415,tree
26.9368542,-80.1506102,tree
26.9369689,-80.1506571,tree
26.9369164,-80.1506415,tree
26.9368971,-80.1506235,tree
26.9370268,-80.1506824,tree
26.9371008,-80.15068,tree
26.9371984,-80.15084,tree
26.9372981,-80.1508881,tree
26.937266,-80.1507714,tree
26.9373968,-80.1508207,tree
26.9374376,-80.1509134,tree
26.9387344,-80.1507219,tree
26.9389103,-80.1507195,tree
26.9389639,-80.1508181,tree
26.9390347,-80.1507219,tree
26.9390947,-80.1509047,tree
26.9391462,-80.150859,tree
26.9391333,-80.1507628,tree
26.9392127,-80.1508157,tree
26.9392513,-80.15077,tree
26.9392427,-80.1506112,tree
26.9393585,-80.1508301,tree
26.9394315,-80.1507941,tree
26.9395022,-80.1509552,tree
26.939543,-80.1510274,tree
26.9396695,-80.1510202,tree
26.9396223,-80.1509841,tree
26.9397331,-80.1510683,tree
26.9398081,-80.1516192,tree
26.9398746,-80.1515952,tree
26.9398853,-80.1516409,tree
26.9399497,-80.1516265,tree
26.9399969,-80.1516674,tree
26.9400569,-80.1516601,tree
26.9400719,-80.1517131,tree
26.940117,-80.1517227,tree
26.9401878,-80.1517155,tree
26.9400333,-80.1521774,tree
26.9400162,-80.1520956,tree
26.939954,-80.1521124,tree
26.9399347,-80.1520691,tree
26.9399175,-80.152009,tree
26.9398146,-80.1519897,tree
26.9398639,-80.1520715,tree
26.9398339,-80.1521533,tree
26.9397652,-80.1520908,tree
26.9397181,-80.1520186,tree
26.9393148,-80.1519657,tree
26.9392677,-80.1519344,tree
26.939154,-80.1519368,tree
26.9390768,-80.1519055,tree
26.9390124,-80.15192,tree
26.9385706,-80.1518213,tree
26.9372623,-80.1518261,tree
26.9371615,-80.1518791,tree
26.9370585,-80.1513666,tree
26.9371164,-80.1514388,tree
26.9371658,-80.151369,tree
26.9372172,-80.1514292,tree
26.9372837,-80.1513594,tree
26.9373524,-80.1514412,tree
26.9374274,-80.1514244,tree
26.9370028,-80.1514172,tree
26.9368333,-80.1514725,tree
26.9368548,-80.1514027,tree
26.9367947,-80.1514123,tree
26.9367647,-80.1513474,tree
26.9368462,-80.1512704,tree
26.9368205,-80.1513065,tree
26.9367411,-80.1515471,tree
26.9365674,-80.151511,tree
26.936591,-80.1515904,tree
26.9365674,-80.1516385,tree
26.9365009,-80.151665,tree
26.9364151,-80.1516842,tree
26.9363143,-80.1517035,tree
26.9365202,-80.1513955,tree
26.9360998,-80.1515519,tree
26.9361813,-80.151511,tree
26.9362049,-80.1514508,tree
26.9363164,-80.1514075,tree
26.9363529,-80.1513594,tree
26.93634,-80.1513113,tree
26.9362907,-80.1513498,tree
26.9363121,-80.151256,tree
26.9363936,-80.1512536,tree
26.9364623,-80.1512079,tree
26.9365331,-80.1511694,tree
26.9366274,-80.1511212,tree
26.9366103,-80.1510876,tree
26.9364987,-80.1511116,tree
26.9363936,-80.1511236,tree
26.9363829,-80.151203,tree
26.9364666,-80.1511405,tree
26.9359582,-80.1516794,tree
26.9358124,-80.1517756,tree
26.9356837,-80.1518189,tree
26.9356365,-80.1518622,tree
26.9355679,-80.1518839,tree
26.9355207,-80.15192,tree
26.9353706,-80.1519729,tree
26.9352697,-80.1519729,tree
26.9352054,-80.1520186,tree
26.9351797,-80.1519681,tree
26.9351303,-80.1519994,tree
26.9351089,-80.1520932,tree
26.935066,-80.1521509,tree
26.9350124,-80.1520932,tree
26.9350445,-80.1520595,tree
26.9350681,-80.1520138,tree
26.9350874,-80.1519753,tree
26.9351025,-80.1519416,tree
26.9350681,-80.15192,tree
26.935051,-80.1519585,tree
26.935036,-80.151997,tree
26.9350038,-80.1520355,tree
26.9349716,-80.1520764,tree
26.9349459,-80.1520667,tree
26.9349759,-80.1520282,tree
26.9350038,-80.151997,tree
26.9350252,-80.1519633,tree
26.934983,-80.1521954,tree
26.9349422,-80.1522741,tree
26.9349639,-80.1523471,tree
26.934918,-80.1524415,tree
26.9351118,-80.1523642,tree
26.9352151,-80.1523299,tree
26.9352661,-80.1522898,tree
26.9353235,-80.1522469,tree
26.9353618,-80.1522298,tree
26.9353618,-80.1521697,tree
26.9352891,-80.1521811,tree
26.935219,-80.152204,tree
26.9351552,-80.1522054,tree
26.9350723,-80.1524658,tree
26.9348555,-80.1515059,tree
26.934858,-80.1514058,tree
26.9349129,-80.1514058,tree
26.9349511,-80.1513986,tree
26.9350175,-80.1514087,tree
26.9350685,-80.1514244,tree
26.9351003,-80.1514087,tree
26.935043,-80.1513486,tree
26.9349664,-80.1513257,tree
26.9348963,-80.1513228,tree
26.9348682,-80.1512985,tree
26.9348746,-80.151237,tree
26.9349626,-80.1512713,tree
26.9349894,-80.1512713,tree
26.9349754,-80.1512327,tree
26.934946,-80.1511555,tree
26.9349129,-80.1511125,tree
26.9348835,-80.1511025,tree
26.9349116,-80.151639,tree
26.9349524,-80.151679,tree
26.9349715,-80.151699,tree
26.9350047,-80.1517205,tree
26.9350493,-80.1517219,tree
26.9350277,-80.1516919,tree
26.9350085,-80.1516804,tree
26.9349843,-80.1516576,tree
26.934955,-80.151629,tree
26.9349664,-80.1516046,tree
26.9349932,-80.1516332,tree
26.9350328,-80.1516504,tree
26.9350481,-80.151669,tree
26.9350799,-80.1517048,tree
26.9350799,-80.151649,tree
26.9350493,-80.1515803,tree
26.934997,-80.1515088,tree
26.9352151,-80.1515488,tree
26.9352916,-80.1515732,tree
26.9353299,-80.1514873,tree
26.9353962,-80.1515503,tree
26.9354587,-80.1514573,tree
26.9355301,-80.1514931,tree
26.9355544,-80.1514029,tree
26.9356334,-80.1514373,tree
26.9356628,-80.1513443,tree
26.9357457,-80.1513657,tree
26.9357431,-80.1512871,tree
26.9358337,-80.1512913,tree
26.9358502,-80.1512284,tree
26.9359064,-80.151237,tree
26.9358706,-80.1511583,tree
26.9359076,-80.1511612,tree
26.9360951,-80.1509037,tree
26.9360734,-80.1509709,tree
26.9360556,-80.1510238,tree
26.9360326,-80.151061,tree
26.9360415,-80.1511025,tree
26.9360798,-80.1511297,tree
26.936127,-80.1511311,tree
26.9361665,-80.1511225,tree
26.9361857,-80.1510782,tree
26.9361423,-80.1510711,tree
26.9361091,-80.1510796,tree
26.9360836,-80.1510668,tree
26.9361079,-80.1510224,tree
26.9361397,-80.1510296,tree
26.9361793,-80.1510353,tree
26.9362086,-80.1510267,tree
26.9362061,-80.1509681,tree
26.936201,-80.1509051,tree
26.9361538,-80.1508765,tree
26.9361487,-80.1509065,tree
26.9361665,-80.1509423,tree
26.9361321,-80.1509652,tree
26.9365453,-80.151433,tree
26.9364764,-80.1514287,tree
26.9367978,-80.1488681,tree
