lat,lon,type
25.7600021,-80.3217141,tree
25.7600383,-80.3216954,tree
25.7600444,-80.3217396,tree
25.7600927,-80.3217396,tree
25.7601023,-80.3217812,tree
25.7601422,-80.3217664,tree
25.7601434,-80.3218187,tree
25.7601833,-80.3217933,tree
25.7604937,-80.3216833,tree
25.7606084,-80.3217825,tree
25.7606253,-80.3218617,tree
25.7605492,-80.3218067,tree
25.7604949,-80.3217517,tree
25.7604405,-80.3217101,tree
25.7604224,-80.3217785,tree
25.7604719,-80.321812,tree
25.7605408,-80.321867,tree
25.7605492,-80.3219341,tree
25.760478,-80.3218791,tree
25.7604297,-80.3218509,tree
25.7603705,-80.3218174,tree
25.760327,-80.321867,tree
25.7603294,-80.3219126,tree
25.7603753,-80.3218979,tree
25.7603838,-80.3219475,tree
25.7604285,-80.321926,tree
25.7604369,-80.321973,tree
25.7604804,-80.3219582,tree
25.7604864,-80.3220119,tree
25.7605347,-80.321985,tree
25.760548,-80.322032,tree
25.7606676,-80.3219153,tree
25.7607304,-80.3219113,tree
25.7608282,-80.3219341,tree
25.7607932,-80.3218429,tree
25.7608355,-80.3218442,tree
25.7608403,-80.3217731,tree
25.7608246,-80.3216712,tree
25.7608741,-80.3217182,tree
25.7609007,-80.3215559,tree
25.7609466,-80.3215867,tree
25.7609357,-80.3216511,tree
25.7609116,-80.3216967,tree
25.7608729,-80.321804,tree
25.7608754,-80.3218818,tree
25.7608838,-80.3219649,tree
25.7608741,-80.3220145,tree
25.7608874,-80.3220803,tree
25.7606724,-80.3220373,tree
25.7607268,-80.3219891,tree
25.7607667,-80.3220481,tree
25.7608077,-80.3220937,tree
25.7606314,-80.322099,tree
25.7606724,-80.3221299,tree
25.7607171,-80.3221607,tree
25.7607679,-80.3221889,tree
25.7608983,-80.3221205,tree
25.76085,-80.3221701,tree
25.7608282,-80.3222211,tree
25.7609261,-80.3221594,tree
25.7609043,-80.3222063,tree
25.760879,-80.3222546,tree
25.760949,-80.322213,tree
25.7609237,-80.3222868,tree
25.7609792,-80.3222613,tree
25.7609647,-80.322323,tree
25.7610239,-80.3223471,tree
25.762082,-80.3232121,tree
25.7620711,-80.3231397,tree
25.7620312,-80.3225389,tree
25.7620481,-80.3226033,tree
25.7619986,-80.3225805,tree
25.7619986,-80.3226462,tree
25.7619563,-80.3226234,tree
25.7619201,-80.3226744,tree
25.7616991,-80.3227347,tree
25.7617414,-80.3226985,tree
25.7618235,-80.3227267,tree
25.7617945,-80.3226838,tree
25.7618754,-80.3226677,tree
25.7618875,-80.322724,tree
25.7619153,-80.3227723,tree
25.7619588,-80.3226945,tree
25.7619684,-80.3227776,tree
25.7619853,-80.3229372,tree
25.7620107,-80.3228863,tree
25.7620421,-80.3229131,tree
25.7620626,-80.322952,tree
25.7620663,-80.3228863,tree
25.7620699,-80.322834,tree
25.7620433,-80.3227763,tree
25.7620735,-80.3227347,tree
25.7620433,-80.3226931,tree
25.7620675,-80.3226489,tree
25.7619455,-80.3228688,tree
25.761908,-80.3228809,tree
25.7618621,-80.3228474,tree
25.7618235,-80.3228125,tree
25.7612558,-80.3223431,tree
25.7612812,-80.3223673,tree
25.7613065,-80.3223887,tree
25.7613367,-80.3224088,tree
25.7613609,-80.3224289,tree
25.7613983,-80.3224477,tree
25.7614346,-80.3224638,tree
25.7614744,-80.3224812,tree
25.7615155,-80.3224933,tree
25.7615409,-80.322504,tree
25.7615795,-80.3225054,tree
25.7616278,-80.322504,tree
25.7616604,-80.3225027,tree
25.7617027,-80.3224933,tree
25.7617583,-80.3224826,tree
25.7618017,-80.3224625,tree
25.7618549,-80.322386,tree
25.7618923,-80.3223445,tree
25.7619105,-80.3223968,tree
25.7619394,-80.3223605,tree
25.7619745,-80.3223243,tree
25.7620481,-80.3218777,tree
25.7620336,-80.3219354,tree
25.7620119,-80.3220038,tree
25.761995,-80.3220548,tree
25.7619817,-80.3221098,tree
25.7619443,-80.3221688,tree
25.7617897,-80.3223123,tree
25.7617462,-80.3222734,tree
25.7617353,-80.3223136,tree
25.761681,-80.3222868,tree
25.7616943,-80.3223418,tree
25.7616447,-80.3223042,tree
25.7616157,-80.3223391,tree
25.761594,-80.3222922,tree
25.7615554,-80.3223485,tree
25.7615384,-80.3222922,tree
25.7614901,-80.3223176,tree
25.761321,-80.3222318,tree
25.7612715,-80.3221835,tree
25.7612449,-80.3221259,tree
25.7611954,-80.3220668,tree
25.761199,-80.3222506,tree
25.7611761,-80.3221983,tree
25.7611507,-80.3221487,tree
25.7611314,-80.3221124,tree
25.7611411,-80.3217369,tree
25.7610976,-80.321922,tree
25.7611097,-80.321867,tree
25.7611217,-80.3218214,tree
25.7611266,-80.3217758,tree
25.7611568,-80.3217021,tree
25.7612003,-80.3216538,tree
25.7612377,-80.3216109,tree
25.7612751,-80.32158,tree
25.7613126,-80.3215384,tree
25.7613585,-80.3215076,tree
25.761402,-80.3214902,tree
25.7614515,-80.321466,tree
25.7614998,-80.3214513,tree
25.7615421,-80.3214097,tree
25.7615831,-80.3213869,tree
25.7616689,-80.3214338,tree
25.7617172,-80.3214204,tree
25.7617631,-80.3214124,tree
25.7618187,-80.3214043,tree
25.7618609,-80.321399,tree
25.7619008,-80.3213936,tree
25.7619515,-80.3213842,tree
25.7616351,-80.3213842,tree
25.7616737,-80.3213775,tree
25.7617232,-80.3213722,tree
25.7617764,-80.3213574,tree
25.7618283,-80.3213494,tree
25.7618803,-80.321348,tree
25.761931,-80.3213413,tree
25.7619829,-80.3213333,tree
25.7620361,-80.3213601,tree
25.7620783,-80.32134,tree
25.7621134,-80.3213668,tree
25.7621266,-80.3214271,tree
25.7621097,-80.3216618,tree
25.7621218,-80.3215975,tree
25.7621303,-80.3215277,tree
25.7532151,-80.2036057,tree
25.7531173,-80.2035213,tree
25.7530351,-80.2034515,tree
25.75293,-80.2033657,tree
25.7528225,-80.2032718,tree
25.7527223,-80.2031954,tree
25.7517777,-80.2041315,tree
25.7518514,-80.2040403,tree
25.7520918,-80.2036849,tree
25.7521642,-80.2035749,tree
25.7522391,-80.203477,tree
25.7523068,-80.203367,tree
25.7523889,-80.2032463,tree
25.7524698,-80.203139,tree
25.7526667,-80.2028453,tree
25.7527537,-80.2027206,tree
25.7528262,-80.2026187,tree
25.7528999,-80.2025141,tree
25.7529663,-80.2024175,tree
25.7530315,-80.2023169,tree
25.753162,-80.2021292,tree
25.7532393,-80.2020219,tree
25.7533069,-80.2019173,tree
25.7533806,-80.2018154,tree
25.7534543,-80.2017067,tree
25.7535268,-80.2016102,tree
25.7535932,-80.2014962,tree
25.7537333,-80.2013084,tree
25.7538058,-80.2011931,tree
25.7538831,-80.2010831,tree
25.7539519,-80.2009799,tree
25.7540316,-80.2008753,tree
25.7541053,-80.2007666,tree
25.7541778,-80.2006513,tree
25.7543215,-80.2004541,tree
25.7543892,-80.2003536,tree
25.754458,-80.2002503,tree
25.7545402,-80.2001336,tree
25.7546175,-80.2000089,tree
25.7546948,-80.199903,tree
25.7549122,-80.1995865,tree
25.7549726,-80.1994912,tree
25.7550451,-80.199388,tree
25.7551296,-80.1992713,tree
25.7552166,-80.1991358,tree
25.7552878,-80.1990326,tree
25.7554376,-80.1988193,tree
25.7555149,-80.198704,tree
25.7555922,-80.1985981,tree
25.7556768,-80.1984747,tree
25.755742,-80.1983808,tree
25.7558266,-80.1982601,tree
25.7559051,-80.1981434,tree
25.7560488,-80.1979423,tree
25.7561128,-80.1978363,tree
25.7561853,-80.197733,tree
25.7562638,-80.1976177,tree
25.7563447,-80.1975091,tree
25.7564232,-80.1973884,tree
25.7564969,-80.1972811,tree
25.7566407,-80.1970719,tree
25.7567168,-80.1969606,tree
25.7567929,-80.1968533,tree
25.7568689,-80.1967473,tree
25.7569463,-80.1966293,tree
25.7570199,-80.1965234,tree
25.7570936,-80.1964121,tree
25.7572337,-80.1962069,tree
25.757305,-80.1961009,tree
25.7573787,-80.1959923,tree
25.7574668,-80.1958729,tree
25.7575369,-80.195767,tree
25.7576142,-80.1956543,tree
25.7576951,-80.1955417,tree
25.7578328,-80.1953486,tree
25.7579023,-80.1952359,tree
25.7579747,-80.1951353,tree
25.758049,-80.1950294,tree
25.7581118,-80.1949342,tree
25.7581849,-80.1948302,tree
25.7582592,-80.1947189,tree
25.7583419,-80.1946036,tree
25.7537164,-80.2027246,tree
25.7536101,-80.2026361,tree
25.7534507,-80.2025034,tree
25.7533202,-80.2024028,tree
25.7316552,-80.2456634,tree
25.8302873,-80.1874727,tree
25.7633085,-80.2204319,tree
25.754455,-80.2262141,tree
25.7660532,-80.2226702,tree
25.7659765,-80.2230846,tree
25.7659058,-80.2230819,tree
25.7658346,-80.2230819,tree
25.7658219,-80.2228848,tree
25.76591,-80.2228841,tree
25.7656806,-80.2231892,tree
25.7656763,-80.223318,tree
25.7656763,-80.2234474,tree
25.7656715,-80.2235748,tree
25.7656709,-80.2236915,tree
25.7656709,-80.2237947,tree
25.7658635,-80.2226662,tree
25.7658225,-80.2226635,tree
25.765782,-80.2226622,tree
25.7655405,-80.2231235,tree
25.765535,-80.2231926,tree
25.7655121,-80.2235218,tree
25.7655447,-80.2235359,tree
25.7655127,-80.2240857,tree
25.7655115,-80.2242393,tree
25.7656552,-80.224136,tree
25.7656576,-80.2242487,tree
25.7656546,-80.224301,tree
25.7656546,-80.2243694,tree
25.7656878,-80.2245384,tree
25.7656498,-80.224476,tree
25.7655,-80.224474,tree
25.7653581,-80.2246396,tree
25.7654131,-80.2246417,tree
25.7654958,-80.2246604,tree
25.7655,-80.2247845,tree
25.7654958,-80.2249347,tree
25.7654946,-80.2250151,tree
25.7656461,-80.2246799,tree
25.7656389,-80.2248301,tree
25.7656341,-80.2249534,tree
25.765628,-80.2252418,tree
25.765628,-80.2253913,tree
25.7656256,-80.2254785,tree
25.7656232,-80.2255891,tree
25.7654819,-80.2254604,tree
25.7654783,-80.2256039,tree
25.765599,-80.2264789,tree
25.7656039,-80.2263656,tree
25.7656063,-80.2262376,tree
25.7656105,-80.2261329,tree
25.7656117,-80.2260008,tree
25.765471,-80.2258848,tree
25.7654698,-80.2260511,tree
25.7654692,-80.2261309,tree
25.7654668,-80.2262208,tree
25.7654789,-80.2263026,tree
25.7655936,-80.2266902,tree
25.7655833,-80.2267505,tree
25.7654052,-80.2266741,tree
25.7654601,-80.2267351,tree
25.7655912,-80.2268377,tree
25.7655858,-80.2269772,tree
25.7655791,-80.2271408,tree
25.7654281,-80.2273198,tree
25.7654239,-80.2275324,tree
25.7654215,-80.2276397,tree
25.7654257,-80.227926,tree
25.7655791,-80.2273272,tree
25.7655688,-80.2276249,tree
25.7655658,-80.2277389,tree
25.7655634,-80.2278536,tree
25.765561,-80.2280306,tree
25.7654179,-80.228044,tree
25.7653472,-80.2280943,tree
25.7655574,-80.2281728,tree
25.7655556,-80.2282593,tree
25.7655538,-80.2283411,tree
25.7655351,-80.2286616,tree
25.7655344,-80.2286978,tree
25.7655332,-80.2287434,tree
25.765407,-80.2290358,tree
25.7654034,-80.2291042,tree
25.7655296,-80.2292215,tree
25.7655272,-80.229365,tree
25.7655248,-80.229487,tree
25.765523,-80.2295715,tree
25.7653617,-80.229644,tree
25.7653557,-80.229831,tree
25.765349,-80.2299491,tree
25.7653816,-80.230053,tree
25.7653816,-80.2300771,tree
25.7655205,-80.2296507,tree
25.7655531,-80.2297962,tree
25.7655495,-80.2299933,tree
25.7655103,-80.2300456,tree
25.7655079,-80.2301174,tree
25.7655066,-80.2301791,tree
25.7655048,-80.2302508,tree
25.7466343,-80.2195112,tree
25.7466911,-80.2193597,tree
25.7467551,-80.219188,tree
25.7468348,-80.2189681,tree
25.7469109,-80.2187602,tree
25.7469955,-80.2185242,tree
25.7470933,-80.2182627,tree
25.7471779,-80.2180105,tree
25.7472612,-80.2177879,tree
25.7473615,-80.2175076,tree
25.7474388,-80.2172998,tree
25.7475101,-80.2171093,tree
25.7476007,-80.2168666,tree
25.7476804,-80.2166426,tree
25.7477444,-80.216471,tree
25.7478072,-80.2162899,tree
25.7478882,-80.2160673,tree
25.7479872,-80.215787,tree
25.7480609,-80.2155979,tree
25.7481237,-80.2154169,tree
25.7482288,-80.2151272,tree
25.748323,-80.214871,tree
25.7484245,-80.2145934,tree
25.7484728,-80.2144647,tree
25.748526,-80.2143252,tree
25.7485634,-80.2142206,tree
25.7486093,-80.2141012,tree
25.7486407,-80.2140087,tree
25.7486709,-80.2139269,tree
25.7486981,-80.2138484,tree
25.7487452,-80.213721,tree
25.7487748,-80.2136332,tree
25.748808,-80.2135534,tree
25.748834,-80.2134769,tree
25.7488594,-80.2134005,tree
25.7488871,-80.2133261,tree
25.7489143,-80.2132516,tree
25.7489493,-80.2131443,tree
25.749011,-80.2129774,tree
25.7490611,-80.2128406,tree
25.7490961,-80.2127487,tree
25.7491837,-80.2125073,tree
25.7491982,-80.2124678,tree
25.7492145,-80.2124302,tree
25.7492278,-80.2123913,tree
25.7492435,-80.212345,tree
25.7492616,-80.2122934,tree
25.7493323,-80.2121063,tree
25.7493425,-80.2120748,tree
25.7493558,-80.2120446,tree
25.7493667,-80.2120145,tree
25.7493751,-80.2119796,tree
25.7493866,-80.2119434,tree
25.7494011,-80.2119052,tree
25.7494114,-80.2118649,tree
25.7494271,-80.211822,tree
25.7494428,-80.2117764,tree
25.7494567,-80.2117288,tree
25.7494682,-80.2116839,tree
25.7494845,-80.2116343,tree
25.7494947,-80.2115873,tree
25.7495068,-80.2115411,tree
25.7495183,-80.2114968,tree
25.7495304,-80.2114479,tree
25.7495382,-80.2114069,tree
25.7495503,-80.2113627,tree
25.7495636,-80.2113124,tree
25.7495757,-80.2112494,tree
25.7495932,-80.2111877,tree
25.749604,-80.211134,tree
25.7496137,-80.2110931,tree
25.7496246,-80.2110522,tree
25.7496427,-80.2109711,tree
25.7496548,-80.2109268,tree
25.749665,-80.2108739,tree
25.7496741,-80.2108262,tree
25.749685,-80.2107786,tree
25.7495491,-80.2107639,tree
25.7495527,-80.2107397,tree
25.7495581,-80.2107136,tree
25.7495624,-80.2106928,tree
25.7495678,-80.2106687,tree
25.749572,-80.2106392,tree
25.7495769,-80.210607,tree
25.7495841,-80.2105748,tree
25.7628843,-80.2535721,tree
25.7631376,-80.2536066,tree
25.7631251,-80.2535178,tree
25.7631326,-80.2532236,tree
25.7631499,-80.2537902,tree
25.7630614,-80.2530154,tree
25.7626026,-80.2535456,tree
25.7626001,-80.2534401,tree
25.7626264,-80.253379,tree
25.7631358,-80.2537272,tree
25.7631303,-80.25376,tree
25.7631413,-80.2535817,tree
25.7631536,-80.2537247,tree
25.7626594,-80.2519129,tree
25.7626478,-80.2517499,tree
25.7626555,-80.2514935,tree
25.9455609,-80.1232702,tree
25.9455506,-80.123293,tree
25.9455603,-80.1233058,tree
25.9455579,-80.1231442,tree
25.9455537,-80.1231676,tree
25.9455482,-80.1231871,tree
25.9455374,-80.1232139,tree
25.78921,-80.1284485,tree
25.7891885,-80.1286196,tree
25.7891122,-80.1286762,tree
25.7889914,-80.1286704,tree
25.7889241,-80.1286091,tree
25.7889262,-80.1284748,tree
25.7264081,-80.4629814,tree
25.7264087,-80.4629325,tree
25.7264199,-80.4628797,tree
25.7264506,-80.4628525,tree
25.7265703,-80.4628496,tree
25.7265969,-80.4628746,tree
25.7266127,-80.4629348,tree
25.726603,-80.4629876,tree
25.5318885,-80.3926099,tree
25.5319541,-80.3925878,tree
25.5319688,-80.392773,tree
25.5319674,-80.3927988,tree
25.6189749,-80.4349748,tree
25.6182322,-80.4361475,tree
25.6182346,-80.4360601,tree
25.6182367,-80.4359894,tree
25.6182405,-80.4358548,tree
25.6182433,-80.4357549,tree
25.6182282,-80.4362854,tree
25.6182264,-80.4363482,tree
25.6182242,-80.4364284,tree
25.6182471,-80.4356222,tree
25.6182489,-80.4355587,tree
25.6182518,-80.4354563,tree
25.6415838,-80.5078644,tree
25.6469271,-80.5066517,tree
25.855133,-80.1865833,tree
25.8551296,-80.186677,tree
25.8551448,-80.186223,tree
25.855135,-80.1861737,tree
25.8551331,-80.1862559,tree
25.8551432,-80.1863056,tree
25.8551542,-80.1859998,tree
25.8551459,-80.1859566,tree
25.8551582,-80.1859138,tree
25.8551472,-80.1858705,tree
25.8551616,-80.1858256,tree
25.8551503,-80.1857941,tree
25.8551585,-80.1857414,tree
25.8546896,-80.20151,tree
25.8535546,-80.1941783,tree
25.853625,-80.1941837,tree
25.8535571,-80.1941248,tree
25.8534971,-80.1941295,tree
25.8534843,-80.1941569,tree
25.8536197,-80.1942113,tree
25.8536073,-80.1941871,tree
25.8538463,-80.1941949,tree
25.8535134,-80.194068,tree
25.8534325,-80.1942452,tree
25.8534603,-80.1942701,tree
25.8536909,-80.1944271,tree
25.8536487,-80.1945198,tree
25.7310465,-80.2335976,tree
25.7310175,-80.2335107,tree
25.7310088,-80.2341212,tree
25.731031,-80.2343358,tree
25.7314302,-80.2340354,tree
25.7314099,-80.2338937,tree
25.7317883,-80.2330353,tree
25.7316066,-80.2342004,tree
25.731651,-80.2342219,tree
25.7311736,-80.2348688,tree
25.7311484,-80.2348356,tree
25.7317225,-80.2341328,tree
25.7318086,-80.2340309,tree
25.7318607,-80.2339708,tree
25.7319323,-80.2338753,tree
25.7319903,-80.233767,tree
25.7321265,-80.2335867,tree
25.7321691,-80.2335213,tree
25.7321314,-80.2334709,tree
25.7319922,-80.2333464,tree
25.7319497,-80.2326469,tree
25.7319431,-80.2329895,tree
25.7321809,-80.232969,tree
25.7321406,-80.2329356,tree
25.732347,-80.2331245,tree
25.7323696,-80.2330972,tree
25.7321816,-80.2327467,tree
25.7321515,-80.2327118,tree
25.7247289,-80.2794278,tree
25.724756,-80.2789919,tree
25.7246793,-80.2787968,tree
25.7246461,-80.278713,tree
25.7246014,-80.2785936,tree
25.724567,-80.2784877,tree
25.7245356,-80.2783938,tree
25.7242698,-80.2769179,tree
25.7242891,-80.2770453,tree
25.7244353,-80.2780947,tree
25.7243942,-80.2778815,tree
25.7243737,-80.2777816,tree
25.7243525,-80.2776689,tree
25.724332,-80.2775703,tree
25.7243211,-80.2774657,tree
25.7242981,-80.2772498,tree
25.79549,-80.2578959,tree
25.7954941,-80.2578042,tree
25.7954108,-80.2578999,tree
25.7954132,-80.2578023,tree
25.7954036,-80.2579844,tree
25.795407,-80.2580783,tree
25.7954871,-80.2582629,tree
25.7954857,-80.2581671,tree
25.7953071,-80.2583488,tree
25.7954738,-80.2583478,tree
25.7953954,-80.2583482,tree
25.7957455,-80.2617238,tree
25.7957715,-80.2618224,tree
25.7957459,-80.2618027,tree
25.7957121,-80.2618103,tree
25.7957264,-80.261687,tree
25.7956905,-80.2617253,tree
25.7957043,-80.2722487,tree
25.7956455,-80.2722483,tree
25.7955683,-80.2722397,tree
25.7956363,-80.2615775,tree
25.7959328,-80.2619573,tree
25.7958754,-80.2619348,tree
25.7958541,-80.2619605,tree
25.7981144,-80.2618382,tree
25.7980502,-80.2618788,tree
25.79804,-80.261787,tree
25.7980837,-80.2617581,tree
25.7979761,-80.261801,tree
25.7982411,-80.2616937,tree
25.7981906,-80.2616671,tree
25.7982121,-80.2617198,tree
25.7982363,-80.2617714,tree
25.797854,-80.2625473,tree
25.7978248,-80.2625736,tree
25.7959701,-80.2630125,tree
25.795938,-80.2629046,tree
25.7960346,-80.263077,tree
25.7960109,-80.2629408,tree
25.7960925,-80.2629778,tree
25.7961637,-80.2630229,tree
25.7962433,-80.2630607,tree
25.796333,-80.2634291,tree
25.7963783,-80.263488,tree
25.7964292,-80.2635422,tree
25.7964654,-80.2635837,tree
25.7964725,-80.2634221,tree
25.7965177,-80.2633818,tree
25.7964822,-80.263315,tree
25.7964419,-80.2633539,tree
25.7966817,-80.2632396,tree
25.7967738,-80.2632639,tree
25.7968578,-80.2632813,tree
25.7969367,-80.2632879,tree
25.7970181,-80.2632903,tree
25.7971043,-80.2632944,tree
25.7973497,-80.2632767,tree
25.7972656,-80.2632891,tree
25.7971831,-80.2632896,tree
25.7971766,-80.2637166,tree
25.7970871,-80.263824,tree
25.7972241,-80.2638479,tree
25.7971995,-80.2637784,tree
25.7971561,-80.2638369,tree
25.7967471,-80.2634996,tree
25.7967975,-80.2635519,tree
25.7968109,-80.2634815,tree
25.7968734,-80.2634635,tree
25.7968616,-80.2635952,tree
25.7968669,-80.263524,tree
25.7969128,-80.2636466,tree
25.7969814,-80.2636178,tree
25.7969234,-80.2635718,tree
25.7969343,-80.2635064,tree
25.7969469,-80.2634369,tree
25.7969969,-80.2634852,tree
25.7969887,-80.2635501,tree
25.7970448,-80.2635952,tree
25.7971069,-80.2635691,tree
25.7970566,-80.2635316,tree
25.797379,-80.2635325,tree
25.7974322,-80.2635885,tree
25.7974469,-80.2635059,tree
25.7974887,-80.2636503,tree
25.7975049,-80.2634815,tree
25.7974952,-80.2635641,tree
25.7975626,-80.263537,tree
25.7975577,-80.2636263,tree
25.7975492,-80.2637139,tree
25.7976122,-80.2636845,tree
25.7976211,-80.2636033,tree
25.7976731,-80.2636602,tree
25.797719,-80.2639308,tree
25.7976317,-80.263902,tree
25.7976914,-80.2638758,tree
25.7975232,-80.2632407,tree
25.7976061,-80.2632109,tree
25.7976824,-80.2631802,tree
25.7977539,-80.2631518,tree
25.7978412,-80.263108,tree
25.7979184,-80.2630652,tree
25.797985,-80.2630214,tree
25.7980187,-80.2629723,tree
25.7980942,-80.2629163,tree
25.7981568,-80.2628517,tree
25.7982228,-80.2627915,tree
25.798272,-80.2627216,tree
25.7983235,-80.2626532,tree
25.7983743,-80.2625632,tree
25.7984269,-80.2625371,tree
25.7984203,-80.2626174,tree
25.7984051,-80.2626882,tree
25.7983939,-80.2627674,tree
25.7983893,-80.2628458,tree
25.7983738,-80.2629227,tree
25.7983715,-80.2630008,tree
25.7983522,-80.2631488,tree
25.7983608,-80.2630745,tree
25.797718,-80.2634685,tree
25.7977661,-80.26352,tree
25.7977835,-80.2634388,tree
25.7978371,-80.2634178,tree
25.797812,-80.2635659,tree
25.7978267,-80.2634975,tree
25.7979013,-80.2633953,tree
25.7978605,-80.2636163,tree
25.7978731,-80.2635447,tree
25.7978839,-80.2634734,tree
25.7982715,-80.2640819,tree
25.7983019,-80.2640102,tree
25.7983024,-80.2639303,tree
25.7983064,-80.2638631,tree
25.798317,-80.2637774,tree
25.798306,-80.263694,tree
25.7983125,-80.2636263,tree
25.7983194,-80.2635514,tree
25.7983304,-80.263458,tree
25.7983353,-80.2633841,tree
25.7983357,-80.2632997,tree
25.7979938,-80.2633365,tree
25.7980126,-80.2632676,tree
25.7980704,-80.2633102,tree
25.7980344,-80.2632043,tree
25.7980865,-80.2632424,tree
25.7981114,-80.2631799,tree
25.7981447,-80.2632855,tree
25.7981616,-80.2632209,tree
25.7981805,-80.2631544,tree
25.7980157,-80.2637941,tree
25.7980362,-80.2639364,tree
25.7980276,-80.2638643,tree
25.7980816,-80.263815,tree
25.7981352,-80.2638507,tree
25.7980908,-80.2638924,tree
25.7990157,-80.2641659,tree
25.799353,-80.2641825,tree
25.7994136,-80.2641514,tree
25.7994304,-80.2639833,tree
25.7994299,-80.2639175,tree
25.7964561,-80.2609147,tree
25.7964596,-80.2608283,tree
25.7965031,-80.2609628,tree
25.795678,-80.2612405,tree
25.7956852,-80.2611962,tree
25.7957125,-80.2612667,tree
25.7957338,-80.261231,tree
25.7957697,-80.2612779,tree
25.7958084,-80.2612192,tree
25.7980367,-80.2613105,tree
25.7981093,-80.2613115,tree
25.7980611,-80.2613424,tree
25.7980556,-80.2612843,tree
25.7981734,-80.2624147,tree
25.7981818,-80.2623671,tree
25.7956871,-80.2594639,tree
25.7957158,-80.2596779,tree
25.7956856,-80.2597081,tree
25.7956938,-80.2597516,tree
25.7956083,-80.2596365,tree
25.795612,-80.2595716,tree
25.7956149,-80.2595303,tree
25.7958473,-80.2594864,tree
25.795642,-80.2596622,tree
25.7956116,-80.2597059,tree
25.7956133,-80.2597802,tree
25.79559,-80.2597406,tree
25.7956052,-80.2596789,tree
25.7956009,-80.2598884,tree
25.7957077,-80.259816,tree
25.7956792,-80.2599013,tree
25.7957132,-80.2598873,tree
25.7956908,-80.2598591,tree
25.7956649,-80.2598361,tree
25.7956154,-80.2599941,tree
25.7956647,-80.2600898,tree
25.7955947,-80.2601241,tree
25.7956051,-80.2600697,tree
25.7955944,-80.260093,tree
25.7956403,-80.2601601,tree
25.795663,-80.2601858,tree
25.7956265,-80.2602065,tree
25.7956867,-80.2602258,tree
25.7956297,-80.2602588,tree
25.7956703,-80.2602824,tree
25.7955869,-80.2601837,tree
25.7955857,-80.2602768,tree
25.7956179,-80.2603226,tree
25.7956147,-80.2604755,tree
25.7955893,-80.2605046,tree
25.795622,-80.2605209,tree
25.7956533,-80.2605631,tree
25.7956173,-80.2605716,tree
25.7956476,-80.2606138,tree
25.7956137,-80.2606307,tree
25.795574,-80.260977,tree
25.7956317,-80.2610213,tree
25.7956204,-80.2609232,tree
25.7948342,-80.2578274,tree
25.7947935,-80.2577945,tree
25.7948116,-80.2577303,tree
25.794758,-80.2577835,tree
25.7948493,-80.2577581,tree
25.6274121,-80.3877297,tree
25.6274645,-80.3876908,tree
25.6275415,-80.38782,tree
25.6276386,-80.3871386,tree
25.6276421,-80.3871066,tree
25.6276412,-80.3870734,tree
25.6274288,-80.3866244,tree
25.6272866,-80.3867734,tree
25.6273425,-80.3868596,tree
25.6272563,-80.3878053,tree
25.6272534,-80.3877409,tree
25.6272589,-80.3876863,tree
25.6272589,-80.3876111,tree
25.6272649,-80.3875428,tree
25.6273139,-80.3879873,tree
25.6277433,-80.3867592,tree
25.6276694,-80.3858023,tree
25.6276622,-80.3858451,tree
25.6276605,-80.3859027,tree
25.6276556,-80.3859676,tree
25.6277529,-80.3853958,tree
25.6278444,-80.3877546,tree
25.6291974,-80.3890354,tree
25.6290371,-80.389004,tree
25.6272297,-80.3900475,tree
25.6281474,-80.3892688,tree
25.7192708,-80.2764901,tree
25.7192454,-80.2764391,tree
25.719214,-80.2763855,tree
25.7191747,-80.2762956,tree
25.7191493,-80.27625,tree
25.7191137,-80.276185,tree
25.7190672,-80.2760871,tree
25.7190406,-80.2760334,tree
25.7189856,-80.2759282,tree
25.7189614,-80.2758725,tree
25.7189415,-80.2758282,tree
25.7189089,-80.2757726,tree
25.7188726,-80.2757015,tree
25.7188328,-80.275617,tree
25.7181845,-80.2806146,tree
25.7182238,-80.2805758,tree
25.7182631,-80.2805241,tree
25.7182909,-80.2804691,tree
25.7183422,-80.2803732,tree
25.7183767,-80.2803102,tree
25.7183984,-80.2802646,tree
25.7184334,-80.280221,tree
25.7184727,-80.2801634,tree
25.7215628,-80.2762514,tree
25.7221572,-80.276537,tree
25.7212474,-80.27809,tree
25.7212003,-80.2781497,tree
25.7211508,-80.2782094,tree
25.7205219,-80.2782349,tree
25.7205672,-80.2782811,tree
25.7206143,-80.278324,tree
25.7206572,-80.278373,tree
25.7206892,-80.2784072,tree
25.7207303,-80.2784501,tree
25.7207678,-80.278491,tree
25.7207998,-80.2784514,tree
25.7207575,-80.2784152,tree
25.7207158,-80.278375,tree
25.7206862,-80.2783428,tree
25.7206373,-80.2782999,tree
25.7205926,-80.278253,tree
25.7205479,-80.2782047,tree
25.7208535,-80.2785768,tree
25.7208813,-80.2785433,tree
25.7208384,-80.2784964,tree
25.7208094,-80.2785353,tree
25.7208161,-80.2786265,tree
25.7207774,-80.27867,tree
25.7207291,-80.2787405,tree
25.7206965,-80.2787814,tree
25.7206669,-80.2788149,tree
25.720633,-80.2788531,tree
25.7206053,-80.2788947,tree
25.7205775,-80.2789282,tree
25.7205322,-80.2788846,tree
25.7205581,-80.2788477,tree
25.7205877,-80.2788115,tree
25.7206167,-80.2787773,tree
25.7206475,-80.2787378,tree
