lat,lon
26.5129667,-80.0589304
26.5138072,-80.0591715
26.5153042,-80.0588295
26.5177865,-80.0585425
26.5182923,-80.0587343
26.5225772,-80.0581257
26.5230583,-80.0578136
26.5262643,-80.0579309
26.5276277,-80.0582454
26.5286197,-80.057975
26.5293703,-80.0582746
26.5306754,-80.0583011
26.5318528,-80.0580305
26.5326333,-80.058336
26.5355237,-80.0580852
26.5350048,-80.0578672
26.538223,-80.0574183
26.5412993,-80.0571035
26.5410194,-80.0574642
26.5449069,-80.0568265
26.5449021,-80.0565228
26.5487376,-80.0561942
26.5488798,-80.0558895
26.5515119,-80.05576
26.5520934,-80.0553704
26.553305,-80.055474
26.5555173,-80.055118
26.5561368,-80.0547156
26.5571807,-80.0548504
26.5577439,-80.0544541
26.5597832,-80.0544313
26.5595118,-80.0541735
26.5634722,-80.0540769
26.5633692,-80.0537876
26.5668529,-80.0539263
26.5672984,-80.0536104
26.5696824,-80.0535125
26.5725016,-80.0536855
26.574096,-80.0534071
26.5767266,-80.0534922
26.5774426,-80.0532622
26.5791433,-80.0531385
26.5791928,-80.052941
26.5816515,-80.0521736
26.5818968,-80.0522946
26.4440036,-80.0681723
26.4440658,-80.068641
26.4469452,-80.0668842
26.4467897,-80.0680407
26.4501007,-80.0668342
26.4495166,-80.0680057
26.4523644,-80.0668372
26.4522785,-80.0679654
26.4543467,-80.0668228
26.4553922,-80.0679681
26.4569288,-80.0680013
26.45731,-80.0668843
26.4606196,-80.0669149
26.4608977,-80.0681227
26.4636875,-80.0681841
26.4642155,-80.0669894
26.4665057,-80.0670805
26.4685529,-80.0682593
26.4703437,-80.0671546
26.4725198,-80.0672115
26.4732893,-80.0682667
26.4751666,-80.0672306
26.478201,-80.0664553
26.4792468,-80.0665322
26.4805095,-80.0660611
26.4814436,-80.0661839
26.4834404,-80.0658634
26.4851074,-80.0652446
26.4868707,-80.0650038
26.4871751,-80.0646128
26.4917675,-80.0630188
26.4928268,-80.0629826
26.4959415,-80.0618916
26.4968515,-80.0612656
26.5004405,-80.0602625
26.5012538,-80.0604559
26.5036402,-80.0601505
26.5043608,-80.05976
26.5068544,-80.059832
26.5077545,-80.059435
26.5479958,-80.0813624
26.5469045,-80.0847991
26.3692255,-80.0775405
25.7470382,-80.2110358
25.869733,-80.125367
25.7479258,-80.2097543
25.869683,-80.127193
25.7496524,-80.2072647
25.869867,-80.122674
25.8120447,-80.1405391
25.8508409,-80.1969217
25.869877,-80.125508
25.8492571,-80.1968677
25.94277,-80.19625
25.858241,-80.123488
25.862183,-80.124514
25.862321,-80.122802
25.862294,-80.121509
25.858494,-80.121479
25.862049,-80.124342
25.861967,-80.12615
25.862056,-80.127047
25.862115,-80.125715
25.862109,-80.122721
25.7845075,-80.2069162
25.8095441,-80.2076175
25.8465949,-80.2092405
25.8475515,-80.2090309
25.8325392,-80.2084044
25.8096231,-80.2074299
25.7846685,-80.2067097
25.7470307,-80.2107897
25.95717,-80.206829
25.9258319,-80.1697533
25.7477533,-80.2097659
25.9256594,-80.173322
25.941859,-80.2049767
25.945997,-80.162196
25.959189,-80.182289
25.957718,-80.197517
25.972754,-80.206896
25.929747,-80.1702903
25.943187,-80.201052
25.890687,-80.178782
25.890601,-80.180781
25.890517,-80.18277
25.890437,-80.184763
25.890299,-80.188148
25.890185,-80.189899
25.890085,-80.192205
25.889989,-80.194377
25.889883,-80.196483
25.889811,-80.198191
25.889515,-80.205052
25.889432,-80.206625
25.889709,-80.200517
25.889624,-80.202468
25.959037,-80.182044
25.972708,-80.205192
25.957482,-80.197181
25.899169,-80.190618
25.898891,-80.195979
25.898491,-80.203399
25.898436,-80.204984
25.899369,-80.186515
25.899519,-80.182999
25.900319,-80.162685
25.900029,-80.161292
25.90036,-80.166581
25.900469,-80.163865
25.900038,-80.170052
25.89986,-80.174535
25.900188,-80.162733
25.900202,-80.166048
25.900209,-80.170195
25.900037,-80.174412
25.899764,-80.181081
25.821436,-80.1916084
25.8189211,-80.1915113
25.8251239,-80.1917641
25.8231464,-80.1916777
25.828923,-80.1919336
25.8273939,-80.191869
25.834662,-80.1922026
25.900059,-80.205181
25.8315222,-80.1920788
25.899303,-80.191202
25.899491,-80.187278
25.8366628,-80.1922764
25.899646,-80.184482
25.9154881,-80.147307
25.9150506,-80.1557672
25.89998,-80.207126
25.928709,-80.134481
25.9157229,-80.1472943
25.91527,-80.15598
25.8423946,-80.1925032
25.8404604,-80.1924256
25.8387979,-80.1923584
25.852973,-80.192913
25.850914,-80.192849
25.846115,-80.1926583
25.8441584,-80.1925746
25.7682309,-80.1903573
25.76195,-80.189817
25.7638138,-80.1901788
25.822357,-80.133492
25.856076,-80.193225
25.822426,-80.133346
25.857851,-80.193283
25.8136698,-80.1271404
25.8135197,-80.1259943
25.854198,-80.193149
25.843705,-80.126071
25.844083,-80.123548
25.844235,-80.123864
25.843867,-80.126365
25.8139709,-80.1308891
25.766405,-80.190799
25.854429,-80.192954
25.8137415,-80.1309563
25.7638182,-80.1914665
25.857599,-80.193083
25.855721,-80.193014
25.7908163,-80.1627234
25.7906694,-80.1627093
25.7908504,-80.1587391
25.9450045,-80.1714366
25.791012,-80.1551769
25.7912899,-80.1495534
25.9417877,-80.2053135
25.7913358,-80.1482658
25.7954644,-80.1433978
25.8138762,-80.1269089
25.956954,-80.20633
25.7681565,-80.1900354
25.7657425,-80.1906363
25.763871,-80.1911604
25.944794,-80.1712523
25.7909894,-80.1593026
25.7840569,-80.1921969
25.8139484,-80.1280906
25.851379,-80.143295
25.852433,-80.138075
25.852331,-80.140351
25.855091,-80.133133
25.853396,-80.135854
25.855941,-80.1284004
25.7871984,-80.1923022
25.8558497,-80.1294163
25.7886491,-80.192185
25.856111,-80.12354
25.7904093,-80.1922356
25.856089,-80.124606
25.8477337,-80.1970185
25.802396,-80.195136
25.800669,-80.195077
25.7991,-80.19503
25.797028,-80.194957
25.79526,-80.194892
25.79125,-80.194788
25.793873,-80.194861
25.855828,-80.127428
25.855932,-80.124552
25.855997,-80.12255
25.851591,-80.136969
25.852855,-80.134717
25.854298,-80.132091
25.8495525,-80.209102
25.85487,-80.129293
25.8515373,-80.2091723
25.8444996,-80.1211348
25.851194,-80.14146
25.8515555,-80.1971654
25.786846,-80.194132
25.8584866,-80.1976786
25.85126,-80.139735
25.8491889,-80.1970714
25.8584283,-80.1992049
25.796127,-80.194777
25.8545436,-80.1972745
25.8568556,-80.1973648
25.8561746,-80.1971254
25.792421,-80.194684
25.8479037,-80.1968113
25.801967,-80.194969
25.799586,-80.194898
25.798116,-80.194842
25.7733174,-80.1914598
25.765246,-80.19321
25.8129971,-80.1914566
25.8044492,-80.1911605
25.8028292,-80.1910986
25.867569,-80.128511
25.866055,-80.128464
25.868384,-80.128543
25.860152,-80.125535
25.8168798,-80.1916193
25.86036,-80.125349
25.863961,-80.1284
25.8201522,-80.1917561
25.862162,-80.128358
25.8213089,-80.1918036
25.8144762,-80.1915158
25.7945089,-80.1908586
25.7920016,-80.190834
25.7897306,-80.1907883
25.7880548,-80.1907263
25.7831222,-80.1906545
25.7925312,-80.1906502
25.7988219,-80.1909848
25.8000012,-80.1910072
25.795653,-80.1915751
25.7968814,-80.1909258
25.7730967,-80.1400632
25.7783475,-80.1409626
25.8452585,-80.1928056
25.8440461,-80.1927718
25.849636,-80.192959
25.7853735,-80.141183
25.7875108,-80.1412513
25.7806842,-80.1410407
25.7837161,-80.1411441
25.779413,-80.140997
25.8532816,-80.1847571
25.8511513,-80.1846445
25.849903,-80.1846037
25.795078,-80.141239
25.8462042,-80.1844552
25.8442779,-80.1843966
25.8414938,-80.1842744
25.794255,-80.141472
25.8394245,-80.184209
25.8278189,-80.1920911
25.8259961,-80.1920011
25.824137,-80.1919323
25.8293829,-80.1921621
25.806773,-80.138035
25.832601,-80.184363
25.808214,-80.136697
25.813585,-80.136305
25.815903,-80.137554
25.805018,-80.138609
25.8320485,-80.1922984
25.817465,-80.137162
25.8399344,-80.1925978
25.820406,-80.136112
25.8423433,-80.1927022
25.832202,-80.208837
25.822418,-80.135868
25.8367193,-80.1924842
25.824526,-80.134018
25.8384002,-80.1925432
25.7915365,-80.1479816
25.7914412,-80.1495403
25.7912014,-80.155016
25.7940883,-80.1402057
25.8325941,-80.2086215
25.793724,-80.140842
25.792158,-80.132524
25.7921254,-80.1345553
25.7920689,-80.1374732
25.792108,-80.1358609
25.792169,-80.139864
25.7920253,-80.1390402
25.7922498,-80.1369208
25.7921965,-80.138682
25.792312,-80.1345779
25.7922707,-80.1363968
25.8137383,-80.1912989
25.8062596,-80.1910309
25.8046025,-80.1909741
25.8026515,-80.1909312
25.7923555,-80.1329594
25.7997716,-80.1908224
25.7745914,-80.1385787
25.7721249,-80.1489557
25.7728142,-80.1524971
25.7779454,-80.1644341
25.7775089,-80.164412
25.7982744,-80.1907844
25.7724253,-80.1525582
25.7717688,-80.1490706
25.7945886,-80.1906677
25.7742134,-80.1380317
25.7965064,-80.1907299
25.7742732,-80.1357643
25.7746475,-80.1363088
25.866807,-80.128656
25.8688982,-80.1288278
25.8161544,-80.1913963
25.8167006,-80.191421
25.7681727,-80.1358379
25.841246,-80.130292
25.795166,-80.188922
25.84032,-80.130963
25.7973694,-80.188959
25.7996818,-80.1890157
25.8432246,-80.1280743
25.8011588,-80.1890627
25.8037415,-80.1892167
25.8058767,-80.1893072
25.8091648,-80.1893536
25.827281,-80.131341
25.8139936,-80.188967
25.830856,-80.129076
25.829238,-80.129834
25.834815,-80.129417
25.8332,-80.128918
25.838444,-80.131315
25.8178104,-80.1878996
25.8160953,-80.1883189
25.8241951,-80.1867588
25.8263864,-80.1868471
25.826865,-80.131373
25.8195487,-80.1876139
25.828903,-80.129791
25.8219715,-80.1871433
25.831444,-80.1840822
25.8337509,-80.1839941
25.838261,-80.131055
25.839908,-80.13089
25.841309,-80.129905
25.843011,-80.127916
25.831226,-80.128744
25.833272,-80.128697
25.835289,-80.129385
25.836648,-80.130329
25.8381538,-80.1841422
25.8353968,-80.1840253
25.8081748,-80.1895822
25.806213,-80.1895265
25.8048157,-80.1894789
25.8039686,-80.1894392
25.813039,-80.1893332
25.8096814,-80.1896164
25.8019424,-80.1892967
25.7999389,-80.1892318
25.7977434,-80.1891704
25.7802492,-80.1893005
25.7810182,-80.1891204
25.7845457,-80.1896111
25.7825935,-80.1896731
25.7885627,-80.1892541
25.7956646,-80.1891396
25.7942579,-80.1891111
25.7826508,-80.1892134
25.7900392,-80.1889252
25.7939025,-80.1888958
25.9255139,-80.1542402
25.8898877,-80.1637589
25.9586116,-80.1448427
25.8483205,-80.1847802
25.8113181,-80.1895233
25.811429,-80.1892441
25.7777059,-80.1919274
25.8098747,-80.1993164
25.8467813,-80.2008693
25.8523482,-80.1932317
25.8846894,-80.1983177
25.9279682,-80.2000155
25.9292088,-80.1708848
25.969326,-80.144565
25.986013,-80.133876
25.8468572,-80.2010584
25.8850821,-80.1985341
25.8527856,-80.1931038
25.9274558,-80.2004126
25.809669,-80.1994616
25.764727,-80.1953467
25.7731524,-80.1966427
25.968846,-80.14443
25.956407,-80.130295
25.8889849,-80.1637225
25.8485145,-80.1845475
25.794544,-80.14121
25.789117,-80.1410398
25.796722,-80.13939
25.7841155,-80.1409001
25.7819435,-80.140841
25.7875444,-80.1409866
25.7853632,-80.1409391
25.804199,-80.138165
25.805606,-80.138293
25.899438,-80.1747
25.900108,-80.174851
25.889941,-80.186362
25.8481228,-80.1927401
25.8113546,-80.1912141
25.822685,-80.135471
25.821948,-80.135847
25.818626,-80.135978
25.812037,-80.135645
25.808584,-80.136261
25.806571,-80.13786
25.889678,-80.186527
25.8472153,-80.19288
25.956442,-80.192017
25.955138,-80.189958
25.955058,-80.188869
25.955525,-80.190973
25.954693,-80.183015
25.955362,-80.182111
25.955535,-80.186759
25.954572,-80.184419
25.955039,-80.18988
25.954505,-80.184456
25.955422,-80.187047
25.9630175,-80.1595805
25.962757,-80.149075
25.957951,-80.193715
25.957825,-80.194926
25.957876,-80.192892
25.957542,-80.195804
25.964762,-80.182095
25.964979,-80.178643
25.964944,-80.180647
25.9648,-80.172138
25.965014,-80.176109
25.964751,-80.177996
25.964706,-80.180362
25.964551,-80.172263
25.964792,-80.174541
25.963183,-80.157262
25.963266,-80.15938
25.962965,-80.157854
25.963062,-80.153163
25.963689,-80.150012
25.963267,-80.153824
25.7906199,-80.1311222
25.7745263,-80.1398025
25.7907868,-80.1315117
25.7741683,-80.1397226
25.9111004,-80.1399499
25.899887,-80.17797
25.898758,-80.211157
25.899664,-80.179462
25.9512921,-80.1678119
25.9511747,-80.1725219
25.951238,-80.170066
25.95107,-80.176382
25.951036,-80.178233
25.950109,-80.19761
25.951179,-80.176262
25.950092,-80.200143
25.956529,-80.192179
25.9514302,-80.1683053
25.9513671,-80.1702924
25.951265,-80.172259
25.951217,-80.174507
25.9513482,-80.1662717
25.95148,-80.1659518
25.7594225,-80.2026275
25.7847645,-80.199845
25.7864866,-80.1999439
25.7876529,-80.1999824
25.7544984,-80.2097684
25.7536098,-80.2110835
25.7559957,-80.2075928
25.7553488,-80.208535
25.758189,-80.204374
25.7571421,-80.2059287
25.7551266,-80.2083322
25.7542026,-80.2096812
25.8273558,-80.2000351
25.8258516,-80.1999492
25.8310906,-80.2001784
25.8288166,-80.2000773
25.8142376,-80.199482
25.8175461,-80.1996251
25.8209124,-80.1997354
25.8234665,-80.1998453
25.8452699,-80.2008023
25.7896972,-80.2000665
25.7911158,-80.2001022
25.7933183,-80.2003938
25.7948459,-80.2004252
25.8386138,-80.2005553
25.839765,-80.200604
25.8346548,-80.2003704
25.8365867,-80.2004634
25.8408589,-80.200645
25.8433741,-80.200726
25.7839331,-80.1980059
25.7815104,-80.197883
25.7712617,-80.197497
25.7707125,-80.1977056
25.765006,-80.1974754
25.7635544,-80.1974054
25.7632553,-80.1972124
25.8112189,-80.1993446
25.8084027,-80.1992667
25.8046218,-80.199143
25.8068301,-80.1992128
25.8005742,-80.1989927
25.8019639,-80.1990567
25.7982,-80.1989151
25.7993273,-80.1989587
25.7960037,-80.1988191
25.8142772,-80.1996562
25.8158847,-80.1997138
25.8127423,-80.1995781
25.8267288,-80.2001861
25.8240902,-80.2000666
25.8257721,-80.2001627
25.8201926,-80.1998854
25.8220827,-80.1999658
25.8174997,-80.199783
25.8193033,-80.1998692
25.7814507,-80.1980679
25.7837573,-80.19816
25.7958538,-80.1989809
25.8063797,-80.1993486
25.8082059,-80.1994214
25.8113353,-80.1995437
25.7974668,-80.1990557
25.7990388,-80.1991087
25.8005831,-80.1991713
25.7870703,-80.1980154
25.768194,-80.193302
25.7866876,-80.1978654
25.7857361,-80.1979657
25.7514724,-80.2043695
25.7504808,-80.2058003
25.767098,-80.193255
25.763388,-80.193117
25.7495211,-80.2071538
25.828105,-80.2002521
25.8308574,-80.2003667
25.8346108,-80.2005131
25.8359615,-80.2005975
25.8382484,-80.2007022
25.840024,-80.200749
25.841847,-80.2008616
25.843753,-80.2009361
25.8452125,-80.2009823
25.881322,-80.185985
25.879779,-80.185803
25.884492,-80.186134
25.88277,-80.186054
25.882522,-80.186211
25.884529,-80.186299
25.879296,-80.185715
25.880642,-80.186121
25.8492233,-80.2093705
25.8505666,-80.2094239
25.8539318,-80.2095315
25.855317,-80.2095569
25.857313,-80.209635
25.858799,-80.209688
25.861491,-80.20979
25.864317,-80.209878
25.865697,-80.209919
25.868496,-80.210007
25.86808,-80.209755
25.86753,-80.209972
25.862604,-80.209572
25.860756,-80.209519
25.865947,-80.209698
25.864435,-80.209643
25.8529724,-80.209222
25.858344,-80.209429
25.856165,-80.20935
25.810704,-80.1902849
25.9291752,-80.1766373
25.9291384,-80.1738367
25.8105394,-80.1898125
25.942462,-80.18207
25.941739,-80.184319
25.942818,-80.200707
25.862466,-80.193408
25.943738,-80.180844
25.947443,-80.152545
25.947297,-80.156449
25.9460271,-80.1673851
25.9456364,-80.1695917
25.944867,-80.172975
25.945424,-80.175397
25.947587,-80.149137
25.863465,-80.192712
25.94732,-80.149496
25.947276,-80.15095
25.947205,-80.152923
25.947106,-80.156079
25.9458362,-80.1656792
25.9456002,-80.1689494
25.9457827,-80.1672418
25.945363,-80.175947
25.9447078,-80.1736763
25.942576,-80.201631
25.941238,-80.190652
25.942632,-80.199277
25.975225,-80.14236
25.978766,-80.142309
25.972595,-80.210906
25.972877,-80.204831
25.972997,-80.201357
25.986165,-80.12987
25.98629,-80.126759
25.986031,-80.133189
25.986129,-80.130992
25.985894,-80.139061
25.98593,-80.137112
25.985504,-80.139968
25.985465,-80.141926
25.985546,-80.137939
25.8943241,-80.1240943
25.8923177,-80.1239669
25.8894071,-80.1237799
25.985884,-80.127173
25.985777,-80.130467
25.985718,-80.132044
25.985642,-80.133595
25.8951366,-80.1245192
25.8964042,-80.1242275
25.892031,-80.1243309
25.886554,-80.137509
25.886663,-80.13499
25.886469,-80.135073
25.887027,-80.126575
25.887115,-80.124401
25.886765,-80.13297
25.886856,-80.131102
25.886588,-80.131399
25.886683,-80.129489
25.886451,-80.186377
25.981353,-80.142396
25.982331,-80.141999
25.984286,-80.142108
25.984953,-80.142579
25.982182,-80.142402
25.976965,-80.141852
25.979051,-80.141894
25.803855,-80.195287
25.934922,-80.180372
25.93326,-80.18032
25.962902,-80.185352
25.961637,-80.184037
25.9286766,-80.176112
25.9269038,-80.1760513
25.931356,-80.180265
25.929388,-80.18016
25.962612,-80.185374
25.7957814,-80.2069425
25.8008862,-80.2071182
25.7987727,-80.20704
25.8077305,-80.2073599
25.961812,-80.184575
25.956385,-80.181984
25.8034347,-80.2071976
25.940032,-80.188641
25.937869,-80.188541
25.936269,-80.188488
25.932826,-80.180387
25.934603,-80.180437
25.936786,-80.180516
25.8188279,-80.207815
25.8173312,-80.2077594
25.8219002,-80.2079407
25.8252631,-80.2080607
25.8238204,-80.2080137
25.8290321,-80.2082373
25.8266286,-80.2081357
25.8345159,-80.2085035
25.8301961,-80.208296
25.947103,-80.197131
25.944375,-80.196979
25.950025,-80.19729
25.948349,-80.197201
25.7968598,-80.2071725
25.7895824,-80.2070348
25.7916805,-80.2070726
25.968053,-80.198196
25.79292,-80.2070812
25.970505,-80.198282
25.7947412,-80.2071137
25.943452,-80.197049
25.94708,-80.197221
25.948804,-80.197331
25.972122,-80.198082
25.945246,-80.201136
25.944046,-80.201083
25.7800201,-80.2067692
25.7817048,-80.2068172
25.7817853,-80.2066233
25.7799488,-80.2065337
25.7930707,-80.2068873
25.947561,-80.201246
25.7868702,-80.2067896
25.949749,-80.201329
25.7882133,-80.206828
25.9497135,-80.165395
25.9470368,-80.1652084
25.94546,-80.164612
25.945618,-80.162995
25.84479,-80.2089598
25.8423633,-80.208863
25.8435414,-80.2089084
25.8376119,-80.2086624
25.8401733,-80.2087707
25.8357867,-80.2085654
25.948045,-80.1735185
25.945659,-80.164568
25.949998,-80.165182
25.949549,-80.173178
25.950699,-80.173014
25.9457557,-80.1733795
